year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,3,GTLM,Corvette Racing,Chevrolet Corvette C7.R,Jan Magnussen,Antonio Garcia,,,,Corvette Racing Chevrolet Corvette C7.R | GTLM | 1.Jan Magnussen | 2.Antonio Garcia
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,31,DPi,Whelen Engineering Racing,Cadillac,Felipe Nasr,Pipo Derani,,,,Whelen Engineering Racing Cadillac DPi | DPi | 1.Felipe Nasr | 2.Pipo Derani
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,33,GTD,Riley Motorsports - Team AMG,Mercedes-AMG GT3,Ben Keating,Jeroen Bleekemolen,,,,Riley Motorsports - Team AMG Mercedes-AMG GT3 | GTD | 1.Ben Keating | 2.Jeroen Bleekemolen
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,38,LMP2,Performance Tech Motorsports,ORECA,Kyle Masson,Cameron Cassels,,,,Performance Tech Motorsports ORECA LMP2 | LMP2 | 1.Kyle Masson | 2.Cameron Cassels
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,44,GTD,Magnus Racing Lamborghini,Huracan GT3,John Potter,Andy Lally,,,,Magnus Racing Lamborghini Huracan GT3 | GTD | 1.John Potter | 2.Andy Lally
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,50,DPi,Juncos Racing,Cadillac,Will Owen,Victor Franzoni,,,,Juncos Racing Cadillac DPi | DPi | 1.Will Owen | 2.Victor Franzoni
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,52,LMP2,PR1 Mathiasen Motorsports,ORECA,Matthew McMurry,Dalton Kellett,,,,PR1 Mathiasen Motorsports ORECA LMP2 | LMP2 | 1.Matthew McMurry | 2.Dalton Kellett
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,54,DPi,CORE autosport,Nissan,Jonathan Bennett,Colin Braun,,,,CORE autosport Nissan DPi | DPi | 1.Jonathan Bennett | 2.Colin Braun
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,55,DPi,Mazda Team Joest,Mazda,Jonathan Bomarito,Harry Tincknell,,,,Mazda Team Joest Mazda DPi | DPi | 1.Jonathan Bomarito | 2.Harry Tincknell
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,57,GTD,Heinricher Racing w/Meyer Shank Racing,Acura NSX GT3,Katherine Legge,Bia Figueiredo,,,,Heinricher Racing w/Meyer Shank Acura NSX GT3 | Racing GTD | 1.Katherine Legge | 2.Bia Figueiredo
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,63,GTD,Scuderia Corsa,Ferrari 488 GT3,Cooper MacNeil,Toni Vilander,,,,Scuderia Corsa Ferrari 488 GT3 | GTD | 1.Cooper MacNeil | 2.Toni Vilander
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,66,GTLM,Ford Chip Ganassi Racing,Ford GT,Joey Hand,Dirk Mueller,,,,Ford Chip Ganassi Racing Ford GT | GTLM | 1.Joey Hand | 2.Dirk Mueller
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,67,GTLM,Ford Chip Ganassi Racing,Ford GT,Ryan Briscoe,Richard Westbrook,,,,Ford Chip Ganassi Racing Ford GT | GTLM | 1.Ryan Briscoe | 2.Richard Westbrook
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,73,GTD,Park Place Motorsports,Porsche 911 GT3 R,Patrick Lindsey,Patrick Long,,,,Park Place Motorsports Porsche 911 GT3 R | GTD | 1.Patrick Lindsey | 2.Patrick Long
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,74,GTD,Lone Star Racing,Mercedes-AMG,Gar Robinson V,Lawson Aschenbach,,,,Lone Star Racing Mercedes-AMG | GTD | 1.Gar Robinson V | 2.Lawson Aschenbach
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,76,GTD,Compass Racing,McLaren 720S GT3,Paul Holton,Matt Plumb,,,,Compass Racing McLaren 720S GT3 | GTD | 1.Paul Holton | 2.Matt Plumb
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,77,DPi,Mazda Team Joest,Mazda,Oliver Jarvis,Tristan Nunez,,,,Mazda Team Joest Mazda DPi | DPi | 1.Oliver Jarvis | 2.Tristan Nunez
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,84,DPi,JDC-Miller MotorSports,Cadillac,Simon Trummer,Stephen Simpson,,,,JDC-Miller MotorSports Cadillac DPi | DPi | 1.Simon Trummer | 2.Stephen Simpson
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,85,DPi,JDC-Miller MotorSports,Cadillac,Misha Goikhberg,Tristan Vautier,,,,JDC-Miller MotorSports Cadillac DPi | DPi | 1.Misha Goikhberg | 2.Tristan Vautier
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,86,GTD,Meyer Shank Racing w/ Curb-Agajanian,Acura NSX GT3,Mario Farnbacher,Trent Hindman,,,,Meyer Shank Racing w/ Acura NSX GT3 | Curb-Agajanian GTD | 1.Mario Farnbacher | 2.Trent Hindman
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,96,GTD,Turner Motorsport,BMW M6 GT3,Bill Auberlen,Robby Foley,,,,Turner Motorsport BMW M6 GT3 | GTD | 1.Bill Auberlen | 2.Robby Foley
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,911,GTLM,Porsche GT Team,Porsche RSR,Patrick Pilet,Nick Tandy,,,,Porsche GT Team Porsche 911 RSR | GTLM | 1.Patrick Pilet | 2.Nick Tandy
2019,11_Canadian Tire Motorsport Park,Canadian Tire Motorsport Park,canadian-tire-motorsport-park,2019-07-07,201907071305_Race,912,GTLM,Porsche GT Team,Porsche 911 RSR,Earl Bamber,Laurens Vanthoor,,,,Porsche GT Team Porsche 911 RSR | GTLM | 1.Earl Bamber | 2.Laurens Vanthoor
