year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,01,Cadillac Chip Ganassi Racing | Cadillac DPi DPi,1,R. van der Zande,12:11:07.472,12:45:42.510,TRACK,34:35.038,34:35.038,34:35.038,20_Drive Time_Race.PDF,1,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,47,M. Snow,13:29:38.299,13:30:43.249,PIT,1:04.950,1:17:32.263,1:19:35.777,20_Drive Time_Race.PDF,1,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,3,M. Snow,13:30:43.249,14:01:12.787,TRACK,30:29.538,1:48:01.801,1:50:05.315,20_Drive Time_Race.PDF,1,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,64,,14:01:12.787,14:20:54.467,PIT,19:41.680,19:41.680,19:41.680,20_Drive Time_Race.PDF,1,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,4,C. Lewis,14:20:54.467,14:47:51.626,TRACK,26:57.159,26:57.159,26:57.159,20_Drive Time_Race.PDF,1,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,79,C. Lewis,14:47:51.626,14:48:46.123,PIT,54.497,26:57.159,27:51.656,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,5,C. Lewis,14:48:46.123,15:46:40.435,TRACK,57:54.312,1:24:51.471,1:25:45.968,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,121,C. Lewis,15:46:40.435,15:47:54.299,PIT,1:13.864,1:24:51.471,1:26:59.832,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,6,C. Lewis,15:47:54.299,16:04:46.954,TRACK,16:52.655,1:41:44.126,1:43:52.487,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,130,C. Lewis,16:04:46.954,16:05:40.118,PIT,53.164,1:41:44.126,1:44:45.651,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,7,C. Lewis,16:05:40.118,16:42:52.660,TRACK,37:12.542,2:18:56.668,2:21:58.193,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,145,C. Lewis,16:42:52.660,16:43:38.090,PIT,45.430,2:18:56.668,2:22:43.623,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,8,C. Lewis,16:43:38.090,17:34:46.296,TRACK,51:08.206,3:10:04.874,3:13:51.829,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,180,,17:34:46.296,17:35:52.064,PIT,1:05.768,20:47.448,1:05.768,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,9,B. Sellers,17:35:52.064,18:20:52.827,TRACK,45:00.763,45:00.763,45:00.763,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,209,B. Sellers,18:20:52.827,18:21:54.271,PIT,1:01.444,45:00.763,46:02.207,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,10,B. Sellers,18:21:54.271,19:15:52.210,TRACK,53:57.939,1:38:58.702,1:40:00.146,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,244,B. Sellers,19:15:52.210,19:16:49.657,PIT,57.447,1:38:58.702,1:40:57.593,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,11,B. Sellers,19:16:49.657,19:26:26.848,TRACK,9:37.191,1:48:35.893,1:50:34.784,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,251,,19:26:26.848,19:27:41.867,PIT,1:15.019,22:02.467,1:15.019,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,12,M. Snow,19:27:41.867,20:29:41.077,TRACK,1:01:59.210,2:50:01.011,2:52:04.525,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,292,M. Snow,20:29:41.077,20:31:01.954,PIT,1:20.877,2:50:01.011,2:53:25.402,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,13,M. Snow,20:31:01.954,21:17:42.463,TRACK,46:40.509,3:36:41.520,3:40:05.911,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,326,,21:17:42.463,21:19:09.692,PIT,1:27.229,23:29.696,1:27.229,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,1,Paul Miller Racing | Lamborghini Huracan GT3 GTD,14,B. Sellers,21:19:09.692,22:11:07.472,TRACK,51:57.780,2:40:33.673,2:42:32.564,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,1,N. Kruetten,12:11:07.472,12:45:45.385,TRACK,34:37.913,34:37.913,34:37.913,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,25,N. Kruetten,12:45:45.385,12:46:46.727,PIT,1:01.342,34:37.913,35:39.255,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,2,N. Kruetten,12:46:46.727,13:26:55.115,TRACK,40:08.388,1:14:46.301,1:15:47.643,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,47,N. Kruetten,13:26:55.115,13:28:03.006,PIT,1:07.891,1:14:46.301,1:16:55.534,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,3,N. Kruetten,13:28:03.006,14:31:06.194,TRACK,1:03:03.188,2:17:49.489,2:19:58.722,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,88,,14:31:06.194,14:32:31.176,PIT,1:24.982,1:24.982,1:24.982,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,4,A. Meyrick,14:32:31.176,14:44:42.522,TRACK,12:11.346,12:11.346,12:11.346,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,94,A. Meyrick,14:44:42.522,14:45:51.028,PIT,1:08.506,12:11.346,13:19.852,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,5,A. Meyrick,14:45:51.028,15:48:10.766,TRACK,1:02:19.738,1:14:31.084,1:15:39.590,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,139,A. Meyrick,15:48:10.766,15:49:21.138,PIT,1:10.372,1:14:31.084,1:16:49.962,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,6,A. Meyrick,15:49:21.138,16:02:15.426,TRACK,12:54.288,1:27:25.372,1:29:44.250,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,146,A. Meyrick,16:02:15.426,16:04:24.282,PIT,2:08.856,1:27:25.372,1:31:53.106,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,7,A. Meyrick,16:04:24.282,16:37:08.265,TRACK,32:43.983,2:00:09.355,2:04:37.089,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,159,,16:37:08.265,16:38:28.052,PIT,1:19.787,2:44.769,1:19.787,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,8,T. Gamble,16:38:28.052,17:36:16.289,TRACK,57:48.237,57:48.237,57:48.237,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,198,T. Gamble,17:36:16.289,17:37:29.071,PIT,1:12.782,57:48.237,59:01.019,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,9,T. Gamble,17:37:29.071,18:19:05.984,TRACK,41:36.913,1:39:25.150,1:40:37.932,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,221,,18:19:05.984,20:14:53.910,PIT,1:55:47.926,1:58:32.695,1:55:47.926,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,10,N. Kruetten,20:14:53.910,20:33:45.261,TRACK,18:51.351,2:36:40.840,2:38:50.073,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,235,,20:33:45.261,20:35:04.663,PIT,1:19.402,1:59:52.097,1:19.402,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,11,A. Meyrick,20:35:04.663,21:15:50.358,TRACK,40:45.695,2:40:55.050,2:45:22.784,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,266,,21:15:50.358,21:17:12.947,PIT,1:22.589,2:01:14.686,1:22.589,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,2,United Autosports USA | Ligier JS P320 LMP3,12,T. Gamble,21:17:12.947,22:11:07.472,TRACK,53:54.525,2:33:19.675,2:34:32.457,20_Drive Time_Race.PDF,2,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,1,A. Garcia,12:11:07.472,12:48:20.135,TRACK,37:12.663,37:12.663,37:12.663,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,26,A. Garcia,12:48:20.135,12:49:16.719,PIT,56.584,37:12.663,38:09.247,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,2,A. Garcia,12:49:16.719,13:29:31.900,TRACK,40:15.181,1:17:27.844,1:18:24.428,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,48,A. Garcia,13:29:31.900,13:30:32.404,PIT,1:00.504,1:17:27.844,1:19:24.932,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,3,A. Garcia,13:30:32.404,14:31:16.407,TRACK,1:00:44.003,2:18:11.847,2:20:08.935,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,89,,14:31:16.407,14:32:24.583,PIT,1:08.176,1:08.176,1:08.176,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,4,J. Taylor,14:32:24.583,15:40:06.974,TRACK,1:07:42.391,1:07:42.391,1:07:42.391,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,134,J. Taylor,15:40:06.974,15:41:17.139,PIT,1:10.165,1:07:42.391,1:08:52.556,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,5,J. Taylor,15:41:17.139,16:04:39.533,TRACK,23:22.394,1:31:04.785,1:32:14.950,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,148,J. Taylor,16:04:39.533,16:05:36.526,PIT,56.993,1:31:04.785,1:33:11.943,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,3,Corvette Racing | Chevrolet Corvette C8.R GTLM,6,J. Taylor,16:05:36.526,16:10:15.928,TRACK,4:39.402,1:35:44.187,1:37:51.345,20_Drive Time_Race.PDF,3,1
2021,22_Road Atlanta,Road Atlanta,road-atlanta,2021-11-13,202111131210_Race,4,Corvette Racing | Chevrolet Corvette C8.R GTLM,1,N. Tandy,12:11:07.472,12:48:22.625,TRACK,37:15.153,37:15.153,37:15.153,20_Drive Time_Race.PDF,3,1
