year,event_code,event_name,track_slug,race_date,session_directory,class_position,class,car_number,drivers,team,vehicle,laps,total_time,gap_to_class_leader,interval,status,best_lap_number,best_lap_time,best_lap_speed_mph,source_report,source_page
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,11,GTD,6,R. Liddell / A. Davis,Stevenson Motorsports,Audi R8 LMS GT3,110,3:41:41.777,75 Laps,50 Laps,Not Running,17,1:45.763,115.7,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,12,GTD,48,B. Sellers / M. Snow / B. Miller,Paul Miller Racing,Lamborghini Huracan GT3,91,5:08:59.217,94 Laps,19 Laps,,67,1:45.860,115.6,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,13,GTD,96,B. Curtis / J. Klingmann started L. DeGeorge / C. Sbirrazzuoli / L. Persiani,Turner Motorsport Dream Racing,BMW M6 GT3 Lamborghini Huracan GT3,64,2:57:32.565,121 Laps Lap by Hand,27 Laps Joey:,Not Running,55,1:46.709,114.7,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,1,GTLM,67,R. Briscoe / R. Westbrook,Ford Chip Ganassi Racing,Ford GT,190,6:01:24.705,,,,168,1:41.286,120.8,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,2,GTLM,66,J. Hand / D. Mueller,Ford Chip Ganassi Racing,Ford GT,190,6:01:27.927,3.222,3.222,,189,1:41.141,121.0,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,3,GTLM,25,B. Auberlen / D. Werner,BMW Team RLL,BMW M6 GTLM,190,6:01:31.912,7.207,3.985,,138,1:41.913,120.1,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,4,GTLM,4,O. Gavin / T. Milner,Corvette Racing,Chevrolet Corvette C7.R,190,6:01:33.497,8.792,1.585,,188,1:42.657,119.2,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,5,GTLM,68,A. Pier Guidi / D. Serra,Scuderia Corsa,Ferrari 488 GTE,190,6:01:34.142,9.437,0.645,,138,1:42.088,119.9,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,6,GTLM,62,G. Fisichella / T. Vilander,Risi Competizione,Ferrari 488 GTE,190,6:01:34.516,9.811,0.374,,104,1:42.153,119.8,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,7,GTLM,3,A. Garcia / J. Magnussen,Corvette Racing,Chevrolet Corvette C7.R,190,6:01:39.933,15.228,5.417,,169,1:42.663,119.2,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,8,GTLM,100,J. Edwards / L. Luhr,BMW Team RLL,BMW M6 GTLM,190,6:01:40.841,16.136,0.908,,138,1:42.265,119.6,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,9,GTLM,911,P. Pilet / N. Tandy,Porsche North America,Porsche 911 RSR,190,6:01:43.087,18.382,2.246,,81,1:42.756,119.1,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,10,GTLM,912,E. Bamber / F. Makowiecki,Porsche North America,Porsche 911 RSR,188,6:00:24.939,2 Laps Lap by Pla,2 Laps Olivier:,,81,1:42.408,119.5,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,1,P,5,J. Barbosa / C. Fittipaldi / F. Albuquerque,Action Express Racing,Chevrolet Corvette DP,197,6:00:21.671,,,,173,1:35.601,128.0,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,2,P,31,D. Cameron / E. Curran / F. Albuquerque,Action Express Racing,Chevrolet Corvette DP,197,6:00:22.380,0.709,0.709,,173,1:35.500,128.1,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,3,P,60,J. Pew / O. Negri Jr. / O. Pla,Michael Shank Racing,Honda Ligier JS P2,197,6:00:22.719,1.048,0.339,,172,1:34.515,129.4,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,4,P,10,R. Taylor / J. Taylor / M. Angelelli,Konica Minolta,Chevrolet Corvette DP,197,6:00:28.973,7.302,6.254,,173,1:35.994,127.5,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,5,P,70,T. Long / J. Miller / B. Devlin,Mazda Motorsports,Mazda Mazda,196,6:00:30.071,1 Laps,1 Laps,,169,1:35.593,128.0,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,6,P,90,M. Goossens / R. Dalziel,VisitFlorida.com Racing,Chevrolet Corvette DP,196,6:00:56.912,1 Laps,26.841,,193,1:35.429,128.2,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,7,P,0,K. Legge / S. Rayhall / G. Chaves,Panoz DeltaWing Racing,Elan DWC13,186,6:01:12.555,11 Laps,10 Laps,,185,1:37.592,125.3,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,8,P,55,T. Nunez / J. Bomarito / S. Pigot,Mazda Motorsports,Mazda Mazda,180,5:27:33.016,17 Laps,6 Laps,,40,1:35.089,128.7,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,9,P,2,S. Sharp / L. Derani / J. van Overbeek started J. Pace / B. DeFoor / D. Schroeder,Tequila Patron ESM Highway to Help,Honda Ligier JS P2 Riley DP,158,4:47:35.423,39 Laps Der Zande,22 Laps Renger:,Not Running,76,1:35.014,128.8,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,1,PC,8,R. Van Der Zande / A. Popow,Starworks Motorsports,Chevrolet ORECA FLM09,195,6:00:49.403,,,,194,1:37.300,125.7,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,2,PC,38,J. French / K. Marcelli / K. Koch,Performance Tech Motorsports,Chevrolet ORECA FLM09,195,6:00:59.224,9.821,9.821,,192,1:38.018,124.8,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,3,PC,88,M. Kvamme / R. Ruscitti / R. Bradley,Starworks Motorsports,Chevrolet ORECA FLM09,195,6:01:23.342,33.939,24.118,,103,1:38.188,124.6,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,4,PC,85,M. Goikhberg / S. Simpson / C. Miller,JDC-Miller Motorsports,Chevrolet ORECA FLM09,194,6:01:22.186,1 Laps,1 Laps,,143,1:38.771,123.9,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,5,PC,52,R. Alon / T. Kimber-Smith / J. Gutierrez,PR1/Mathiasen Motorsports,Chevrolet ORECA FLM09,157,5:44:54.395,38 Laps,37 Laps,Not Running,111,1:37.414,125.6,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,6,PC,54,J. Bennett / C. Braun / M. Wilkins,CORE autosport,Chevrolet ORECA FLM09,130,4:17:07.816,65 Laps,27 Laps,Not Running,85,1:38.148,124.7,05_ClassificationByClass_Race.PDF,1
2016,10_Watkins Glen International,Watkins Glen International,watkins-glen-international,2016-07-03,201607031010_Race,7,PC,20,D. Yount / J. Mowlem / M. McMurry,BAR1 Motorsports,Chevrolet ORECA FLM09,19,31:58.749,176 Laps,111 Laps,Not Running,17,1:39.449,123.0,05_ClassificationByClass_Race.PDF,1
