year,event_code,event_name,track_slug,race_date,session_directory,car_number,class,team,vehicle,driver_1,driver_2,driver_3,driver_4,driver_5,metadata_text
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,31,DPi,Whelen Engineering Racing,Cadillac,Felipe Nasr,Pipo Derani,,,,Whelen Engineering Racing Cadillac DPi | DPi | 1.Felipe Nasr | 2.Pipo Derani
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,33,LMP3,Sean Creech Motorsport,Ligier JS P320,Lance Willsey,Joao Barbosa,,,,Sean Creech Motorsport Ligier JS P320 | LMP3 | 1.Lance Willsey | 2.Joao Barbosa
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,36,LMP3,Andretti Autosport,Ligier JS P320,Jarett Andretti,Oliver Askew,,,,Andretti Autosport Ligier JS P320 | LMP3 | 1.Jarett Andretti | 2.Oliver Askew
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,38,LMP3,Performance Tech Motorsports,Ligier JS P320,Rasmus Lindh,Dan Goldburg,,,,Performance Tech Motorsports Ligier JS P320 | LMP3 | 1.Rasmus Lindh | 2.Dan Goldburg
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,39,GTD,CarBahn with Peregrine Racing,Audi R8 LMS GT3,Richard Heistand,Jeff Westphal,,,,CarBahn with Peregrine Racing Audi R8 LMS GT3 | GTD | 1.Richard Heistand | 2.Jeff Westphal
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,44,GTD,Magnus with Archangel,Acura NSX GT3,John Potter,Andy Lally,,,,Magnus with Archangel Acura NSX GT3 | GTD | 1.John Potter | 2.Andy Lally
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,54,LMP3,Core Autosport,Ligier JS P320,Jonathan Bennett,Colin Braun,,,,Core Autosport Ligier JS P320 | LMP3 | 1.Jonathan Bennett | 2.Colin Braun
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,55,DPi,Mazda Motorsports,Mazda,Oliver Jarvis,Harry Tincknell,,,,Mazda Motorsports Mazda DPi | DPi | 1.Oliver Jarvis | 2.Harry Tincknell
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,60,DPi,Meyer Shank Racing w/Curb-Agajanian,Acura,Dane Cameron,Olivier Pla,,,,Meyer Shank Racing Acura DPi | w/Curb-Agajanian DPi | 1.Dane Cameron | 2.Olivier Pla
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,66,GTD,Gradient Racing,Acura NSX GT3,Till Bechtolsheimer,Marc Miller,,,,Gradient Racing Acura NSX GT3 | GTD | 1.Till Bechtolsheimer | 2.Marc Miller
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,74,LMP3,Riley Motorsports,Ligier JS P320,Gar Robinson,Felipe Fraga,,,,Riley Motorsports Ligier JS P320 | LMP3 | 1.Gar Robinson | 2.Felipe Fraga
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,76,GTD,Compass Racing,Acura NSX GT3,Jeff Kingsley,Mario Farnbacher,,,,Compass Racing Acura NSX GT3 | GTD | 1.Jeff Kingsley | 2.Mario Farnbacher
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,88,GTD,Team Hardpoint EBM,Porsche 911 GT3R,Rob Ferriol,Katherine Legge,,,,Team Hardpoint EBM Porsche 911 GT3R | GTD | 1.Rob Ferriol | 2.Katherine Legge
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,91,LMP3,Riley Motorsports,Ligier JS P320,Jim Cox,Dylan Murry,,,,Riley Motorsports Ligier JS P320 | LMP3 | 1.Jim Cox | 2.Dylan Murry
2021,08_Mid-Ohio Sports Car Course,Mid-Ohio Sports Car Course,mid-ohio-sports-car-course,2021-05-16,202105161440_Race,96,GTD,Turner Motorsport,BMW M6 GT3,Bill Auberlen,Robby Foley,,,,Turner Motorsport BMW M6 GT3 | GTD | 1.Bill Auberlen | 2.Robby Foley
