year,event_code,event_name,track_slug,race_date,session_directory,car_number,car_metadata,stint_number,driver,start_time,end_time,segment_type,segment_time,cumulative_track_time,cumulative_driver_time,source_report,source_page,source_column
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,0,Panoz DeltaWing Racing | DeltaWing DWC13 P,1,S. Rayhall,15:06:12.111,15:46:26.691,TRACK,40:14.580,40:14.580,40:14.580,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,0,Panoz DeltaWing Racing | DeltaWing DWC13 P,,S. Rayhall,15:46:26.691,15:47:35.757,PIT,1:09.066,40:14.580,41:23.646,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,0,Panoz DeltaWing Racing | DeltaWing DWC13 P,2,S. Rayhall,15:47:35.757,16:11:27.176,TRACK,23:51.419,1:04:05.999,1:05:15.065,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,0,Panoz DeltaWing Racing | DeltaWing DWC13 P,,,16:11:27.176,16:12:38.134,PIT,1:10.958,,,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,0,Panoz DeltaWing Racing | DeltaWing DWC13 P,3,K. Legge,16:12:38.134,16:50:03.399,TRACK,37:25.265,37:25.265,37:25.265,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,0,Panoz DeltaWing Racing | DeltaWing DWC13 P,,K. Legge,16:50:03.399,16:51:50.667,PIT,1:47.268,37:25.265,39:12.533,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,0,Panoz DeltaWing Racing | DeltaWing DWC13 P,4,K. Legge,16:51:50.667,17:28:16.327,TRACK,36:25.660,1:13:50.925,1:15:38.193,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,0,Panoz DeltaWing Racing | DeltaWing DWC13 P,,K. Legge,17:28:16.327,17:29:18.553,PIT,1:02.226,1:13:50.925,1:16:40.419,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,0,Panoz DeltaWing Racing | DeltaWing DWC13 P,5,K. Legge,17:29:18.553,17:50:34.111,TRACK,5:00.000,1:18:50.925,1:21:40.419,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,3,Corvette Racing | Chevrolet Corvette C7.R GTLM,1,A. Garcia,15:06:12.111,15:59:51.326,TRACK,53:39.215,53:39.215,53:39.215,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,3,Corvette Racing | Chevrolet Corvette C7.R GTLM,,,15:59:51.326,16:01:01.035,PIT,1:09.709,,,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,3,Corvette Racing | Chevrolet Corvette C7.R GTLM,2,J. Magnussen,16:01:01.035,17:03:40.555,TRACK,1:02:39.520,1:02:39.520,1:02:39.520,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,3,Corvette Racing | Chevrolet Corvette C7.R GTLM,,J. Magnussen,17:03:40.555,17:04:45.814,PIT,1:05.259,1:02:39.520,1:03:44.779,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,3,Corvette Racing | Chevrolet Corvette C7.R GTLM,3,J. Magnussen,17:04:45.814,17:50:34.111,TRACK,5:00.000,1:07:39.520,1:08:44.779,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,4,Corvette Racing | Chevrolet Corvette C7.R GTLM,1,O. Gavin,15:06:12.111,16:02:11.624,TRACK,55:59.513,55:59.513,55:59.513,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,4,Corvette Racing | Chevrolet Corvette C7.R GTLM,,,16:02:11.624,16:03:20.835,PIT,1:09.211,,,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,4,Corvette Racing | Chevrolet Corvette C7.R GTLM,2,T. Milner,16:03:20.835,16:55:05.206,TRACK,51:44.371,51:44.371,51:44.371,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,4,Corvette Racing | Chevrolet Corvette C7.R GTLM,,T. Milner,16:55:05.206,16:56:09.775,PIT,1:04.569,51:44.371,52:48.940,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,4,Corvette Racing | Chevrolet Corvette C7.R GTLM,3,T. Milner,16:56:09.775,17:50:34.111,TRACK,5:00.000,56:44.371,57:48.940,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,5,Action Express Racing | Chevrolet Corvette DP P,1,C. Fittipaldi,15:06:12.111,15:46:01.477,TRACK,39:49.366,39:49.366,39:49.366,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,5,Action Express Racing | Chevrolet Corvette DP P,,,15:46:01.477,15:47:05.636,PIT,1:04.159,,,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,5,Action Express Racing | Chevrolet Corvette DP P,2,J. Barbosa,15:47:05.636,16:11:16.009,TRACK,24:10.373,24:10.373,24:10.373,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,5,Action Express Racing | Chevrolet Corvette DP P,,J. Barbosa,16:11:16.009,16:12:16.289,PIT,1:00.280,24:10.373,25:10.653,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,5,Action Express Racing | Chevrolet Corvette DP P,3,J. Barbosa,16:12:16.289,17:02:53.187,TRACK,50:36.898,1:14:47.271,1:15:47.551,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,5,Action Express Racing | Chevrolet Corvette DP P,,J. Barbosa,17:02:53.187,17:04:01.960,PIT,1:08.773,1:14:47.271,1:16:56.324,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,5,Action Express Racing | Chevrolet Corvette DP P,4,J. Barbosa,17:04:01.960,17:50:34.111,TRACK,5:00.000,1:19:47.271,1:21:56.324,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,6,Stevenson Motorsports | Audi R8 LMS GT3 GTD,1,A. Davis,15:06:12.111,16:00:53.458,TRACK,54:41.347,54:41.347,54:41.347,20_Drive Time.PDF,1,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,6,Stevenson Motorsports | Audi R8 LMS GT3 GTD,,,16:00:53.458,16:02:18.405,PIT,1:24.947,,,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,6,Stevenson Motorsports | Audi R8 LMS GT3 GTD,2,R. Liddell,16:02:18.405,16:53:58.219,TRACK,51:39.814,51:39.814,51:39.814,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,6,Stevenson Motorsports | Audi R8 LMS GT3 GTD,,R. Liddell,16:53:58.219,16:55:14.695,PIT,1:16.476,51:39.814,52:56.290,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,6,Stevenson Motorsports | Audi R8 LMS GT3 GTD,3,R. Liddell,16:55:14.695,17:50:34.111,TRACK,5:00.000,56:39.814,57:56.290,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,7,Starworks Motorsport | ORECA FLM09 PC,1,J. Gutierrez,15:06:12.111,15:56:53.138,TRACK,50:41.027,50:41.027,50:41.027,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,7,Starworks Motorsport | ORECA FLM09 PC,,J. Gutierrez,15:56:53.138,15:58:15.715,PIT,1:22.577,50:41.027,52:03.604,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,7,Starworks Motorsport | ORECA FLM09 PC,2,J. Gutierrez,15:58:15.715,16:52:01.500,TRACK,53:45.785,1:44:26.812,1:45:49.389,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,7,Starworks Motorsport | ORECA FLM09 PC,,,16:52:01.500,16:53:19.533,PIT,1:18.033,,,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,7,Starworks Motorsport | ORECA FLM09 PC,3,G. Yacaman,16:53:19.533,17:50:34.111,TRACK,5:00.000,5:00.000,5:00.000,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,8,Starworks Motorsport | ORECA FLM09 PC,1,A. Popow,15:06:12.111,15:52:47.747,TRACK,46:35.636,46:35.636,46:35.636,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,8,Starworks Motorsport | ORECA FLM09 PC,,A. Popow,15:52:47.747,15:53:56.995,PIT,1:09.248,46:35.636,47:44.884,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,8,Starworks Motorsport | ORECA FLM09 PC,2,A. Popow,15:53:56.995,16:11:30.265,TRACK,17:33.270,1:04:08.906,1:05:18.154,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,8,Starworks Motorsport | ORECA FLM09 PC,,,16:11:30.265,16:12:36.040,PIT,1:05.775,,,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,8,Starworks Motorsport | ORECA FLM09 PC,3,R. van der Zande,16:12:36.040,17:02:07.358,TRACK,49:31.318,49:31.318,49:31.318,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,8,Starworks Motorsport | ORECA FLM09 PC,,R. van der Zande,17:02:07.358,17:03:16.522,PIT,1:09.164,49:31.318,50:40.482,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,8,Starworks Motorsport | ORECA FLM09 PC,4,R. van der Zande,17:03:16.522,17:31:43.340,TRACK,28:26.818,1:17:58.136,1:19:07.300,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,8,Starworks Motorsport | ORECA FLM09 PC,,R. van der Zande,17:31:43.340,17:50:34.111,PIT,18:50.771,1:17:58.136,1:37:58.071,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,9,Stevenson Motorsports | Audi R8 LMS GT3 GTD,1,M. Bell,15:06:12.111,16:03:07.434,TRACK,56:55.323,56:55.323,56:55.323,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,9,Stevenson Motorsports | Audi R8 LMS GT3 GTD,,,16:03:07.434,16:04:32.439,PIT,1:25.005,,,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,9,Stevenson Motorsports | Audi R8 LMS GT3 GTD,2,L. Aschenbach,16:04:32.439,16:53:59.563,TRACK,49:27.124,49:27.124,49:27.124,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,9,Stevenson Motorsports | Audi R8 LMS GT3 GTD,,L. Aschenbach,16:53:59.563,16:55:16.269,PIT,1:16.706,49:27.124,50:43.830,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,9,Stevenson Motorsports | Audi R8 LMS GT3 GTD,3,L. Aschenbach,16:55:16.269,17:50:34.111,TRACK,5:00.000,54:27.124,55:43.830,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,10,No. 10 Konica Minolta Corvette DP for Wayne Taylor | Chevrolet Corvette DP P,1,R. Taylor,15:06:12.111,15:51:57.468,TRACK,45:45.357,45:45.357,45:45.357,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,10,No. 10 Konica Minolta Corvette DP for Wayne Taylor | Chevrolet Corvette DP P,,,15:51:57.468,15:53:07.910,PIT,1:10.442,,,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,10,No. 10 Konica Minolta Corvette DP for Wayne Taylor | Chevrolet Corvette DP P,2,J. Taylor,15:53:07.910,16:11:16.984,TRACK,18:09.074,18:09.074,18:09.074,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,10,No. 10 Konica Minolta Corvette DP for Wayne Taylor | Chevrolet Corvette DP P,,J. Taylor,16:11:16.984,16:12:09.562,PIT,52.578,18:09.074,19:01.652,20_Drive Time.PDF,2,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,10,No. 10 Konica Minolta Corvette DP for Wayne Taylor | Chevrolet Corvette DP P,3,J. Taylor,16:12:09.562,17:02:55.538,TRACK,50:45.976,1:08:55.050,1:09:47.628,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,10,No. 10 Konica Minolta Corvette DP for Wayne Taylor | Chevrolet Corvette DP P,,J. Taylor,17:02:55.538,17:04:02.824,PIT,1:07.286,1:08:55.050,1:10:54.914,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,10,No. 10 Konica Minolta Corvette DP for Wayne Taylor | Chevrolet Corvette DP P,4,J. Taylor,17:04:02.824,17:50:34.111,TRACK,5:00.000,1:13:55.050,1:15:54.914,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,1,S. Pumpelly,15:06:12.111,15:59:26.664,TRACK,53:14.553,53:14.553,53:14.553,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,,,15:59:26.664,16:00:55.127,PIT,1:28.463,,,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,2,C. Lewis,16:00:55.127,16:03:05.713,TRACK,2:10.586,2:10.586,2:10.586,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,,C. Lewis,16:03:05.713,16:03:46.534,PIT,40.821,2:10.586,2:51.407,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,3,C. Lewis,16:03:46.534,16:15:55.109,TRACK,12:08.575,14:19.161,14:59.982,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,,C. Lewis,16:15:55.109,16:16:53.206,PIT,58.097,14:19.161,15:58.079,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,4,C. Lewis,16:16:53.206,16:32:49.916,TRACK,15:56.710,30:15.871,31:54.789,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,,C. Lewis,16:32:49.916,16:33:56.264,PIT,1:06.348,30:15.871,33:01.137,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,5,C. Lewis,16:33:56.264,16:58:04.384,TRACK,24:08.120,54:23.991,57:09.257,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,,,16:58:04.384,16:59:20.744,PIT,1:16.360,,,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,16,Change Racing | Lamborghini Huracan GT3 GTD,6,S. Pumpelly,16:59:20.744,17:50:34.111,TRACK,5:00.000,58:14.553,58:14.553,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,20,BAR1 Motorsports | ORECA FLM09 PC,1,M. McMurry,15:06:12.111,15:58:57.378,TRACK,52:45.267,52:45.267,52:45.267,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,20,BAR1 Motorsports | ORECA FLM09 PC,,M. McMurry,15:58:57.378,16:00:13.904,PIT,1:16.526,52:45.267,54:01.793,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,20,BAR1 Motorsports | ORECA FLM09 PC,2,M. McMurry,16:00:13.904,16:11:32.698,TRACK,11:18.794,1:04:04.061,1:05:20.587,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,20,BAR1 Motorsports | ORECA FLM09 PC,,,16:11:32.698,16:12:45.065,PIT,1:12.367,,,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,20,BAR1 Motorsports | ORECA FLM09 PC,3,B. Junqueira,16:12:45.065,17:00:17.257,TRACK,47:32.192,47:32.192,47:32.192,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,20,BAR1 Motorsports | ORECA FLM09 PC,,B. Junqueira,17:00:17.257,17:01:21.874,PIT,1:04.617,47:32.192,48:36.809,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,20,BAR1 Motorsports | ORECA FLM09 PC,4,B. Junqueira,17:01:21.874,17:50:34.111,TRACK,5:00.000,52:32.192,53:36.809,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,22,Alex Job Racing | Porsche 911 GT3 R GTD,1,C. MacNeil,15:06:12.111,16:03:42.151,TRACK,57:30.040,57:30.040,57:30.040,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,22,Alex Job Racing | Porsche 911 GT3 R GTD,,,16:03:42.151,16:05:07.653,PIT,1:25.502,,,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,22,Alex Job Racing | Porsche 911 GT3 R GTD,2,S. Muller,16:05:07.653,16:52:09.396,TRACK,47:01.743,47:01.743,47:01.743,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,22,Alex Job Racing | Porsche 911 GT3 R GTD,,S. Muller,16:52:09.396,16:53:26.773,PIT,1:17.377,47:01.743,48:19.120,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,22,Alex Job Racing | Porsche 911 GT3 R GTD,3,S. Muller,16:53:26.773,17:50:34.111,TRACK,5:00.000,52:01.743,53:19.120,20_Drive Time.PDF,3,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,23,Team Seattle / Alex Job Racing | Porsche 911 GT3 R GTD,1,A. Riberas,15:06:12.111,15:58:39.856,TRACK,52:27.745,52:27.745,52:27.745,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,23,Team Seattle / Alex Job Racing | Porsche 911 GT3 R GTD,,,15:58:39.856,16:00:06.367,PIT,1:26.511,,,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,23,Team Seattle / Alex Job Racing | Porsche 911 GT3 R GTD,2,M. Farnbacher,16:00:06.367,16:15:30.801,TRACK,15:24.434,15:24.434,15:24.434,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,23,Team Seattle / Alex Job Racing | Porsche 911 GT3 R GTD,,M. Farnbacher,16:15:30.801,16:16:26.235,PIT,55.434,15:24.434,16:19.868,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,23,Team Seattle / Alex Job Racing | Porsche 911 GT3 R GTD,3,M. Farnbacher,16:16:26.235,16:30:29.803,TRACK,14:03.568,29:28.002,30:23.436,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,23,Team Seattle / Alex Job Racing | Porsche 911 GT3 R GTD,,M. Farnbacher,16:30:29.803,16:32:12.552,PIT,1:42.749,29:28.002,32:06.185,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,23,Team Seattle / Alex Job Racing | Porsche 911 GT3 R GTD,4,M. Farnbacher,16:32:12.552,16:55:50.867,TRACK,23:38.315,53:06.317,55:44.500,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,23,Team Seattle / Alex Job Racing | Porsche 911 GT3 R GTD,,M. Farnbacher,16:55:50.867,16:57:01.623,PIT,1:10.756,53:06.317,56:55.256,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,23,Team Seattle / Alex Job Racing | Porsche 911 GT3 R GTD,5,M. Farnbacher,16:57:01.623,17:50:34.111,TRACK,5:00.000,58:06.317,1:01:55.256,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,25,BMW Team RLL | BMW M6 GTLM GTLM,1,B. Auberlen,15:06:12.111,16:04:11.243,TRACK,57:59.132,57:59.132,57:59.132,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,25,BMW Team RLL | BMW M6 GTLM GTLM,,,16:04:11.243,16:05:22.212,PIT,1:10.969,,,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,25,BMW Team RLL | BMW M6 GTLM GTLM,2,D. Werner,16:05:22.212,16:38:24.478,TRACK,33:02.266,33:02.266,33:02.266,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,25,BMW Team RLL | BMW M6 GTLM GTLM,,D. Werner,16:38:24.478,16:39:25.894,PIT,1:01.416,33:02.266,34:03.682,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,25,BMW Team RLL | BMW M6 GTLM GTLM,3,D. Werner,16:39:25.894,17:43:55.644,TRACK,1:04:29.750,1:37:32.016,1:38:33.432,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,25,BMW Team RLL | BMW M6 GTLM GTLM,,D. Werner,17:43:55.644,17:45:00.247,PIT,1:04.603,1:37:32.016,1:39:38.035,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,25,BMW Team RLL | BMW M6 GTLM GTLM,4,D. Werner,17:45:00.247,17:50:34.111,TRACK,5:00.000,1:42:32.016,1:44:38.035,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,26,BAR1 Motorsports | ORECA FLM09 PC,1,D. Yount,15:06:12.111,16:04:07.941,TRACK,57:55.830,57:55.830,57:55.830,20_Drive Time.PDF,4,1
2016,14_Road America,Road America,road-america,2016-08-07,201608071505_Race,26,BAR1 Motorsports | ORECA FLM09 PC,,,16:04:07.941,16:21:00.371,PIT,16:52.430,,,20_Drive Time.PDF,4,1
